ISO_CODE,metro,city,year_month,electricity,heat,water_cool,water_hot
KR-11,서울특별시,종로구,2023-01,885.0,0.0,214.0,0.0
KR-11,서울특별시,중구,2023-01,919.0,29.0,214.0,7.0
KR-11,서울특별시,용산구,2023-01,878.0,1629.0,160.0,227.0
KR-11,서울특별시,성동구,2023-01,901.0,165.0,205.0,6.0
KR-11,서울특별시,광진구,2023-01,902.0,509.0,203.0,27.0
KR-11,서울특별시,동대문구,2023-01,833.0,139.0,198.0,8.0
KR-11,서울특별시,중랑구,2023-01,827.0,471.0,191.0,118.0
KR-11,서울특별시,성북구,2023-01,884.0,107.0,235.0,15.0
KR-11,서울특별시,강북구,2023-01,845.0,190.0,213.0,25.0
KR-11,서울특별시,도봉구,2023-01,723.0,477.0,199.0,110.0
KR-11,서울특별시,노원구,2023-01,714.0,1160.0,158.0,231.0
KR-11,서울특별시,은평구,2023-01,913.0,525.0,229.0,105.0
KR-11,서울특별시,서대문구,2023-01,882.0,313.0,215.0,151.0
KR-11,서울특별시,마포구,2023-01,948.0,632.0,232.0,135.0
KR-11,서울특별시,양천구,2023-01,808.0,1102.0,195.0,354.0
KR-11,서울특별시,강서구,2023-01,751.0,999.0,184.0,262.0
KR-11,서울특별시,구로구,2023-01,762.0,322.0,223.0,83.0
KR-11,서울특별시,금천구,2023-01,823.0,210.0,231.0,38.0
KR-11,서울특별시,영등포구,2023-01,798.0,608.0,197.0,60.0
KR-11,서울특별시,동작구,2023-01,855.0,519.0,213.0,107.0
KR-11,서울특별시,관악구,2023-01,779.0,235.0,220.0,25.0
KR-11,서울특별시,서초구,2023-01,904.0,1192.0,175.0,242.0
KR-11,서울특별시,강남구,2023-01,803.0,1738.0,165.0,229.0
KR-11,서울특별시,송파구,2023-01,826.0,1407.0,189.0,320.0
KR-11,서울특별시,강동구,2023-01,920.0,818.0,210.0,212.0
KR-26,부산광역시,중구,2023-01,466.0,0.0,180.0,0.0
KR-26,부산광역시,서구,2023-01,717.0,0.0,232.0,0.0
KR-26,부산광역시,동구,2023-01,851.0,0.0,251.0,0.0
KR-26,부산광역시,영도구,2023-01,542.0,131.0,241.0,28.0
KR-26,부산광역시,부산진구,2023-01,677.0,72.0,244.0,23.0
KR-26,부산광역시,동래구,2023-01,775.0,45.0,250.0,4.0
KR-26,부산광역시,남구,2023-01,736.0,0.0,242.0,0.0
KR-26,부산광역시,북구,2023-01,644.0,56.0,259.0,10.0
KR-26,부산광역시,해운대구,2023-01,702.0,389.0,236.0,185.0
KR-26,부산광역시,사하구,2023-01,587.0,121.0,255.0,14.0
KR-26,부산광역시,금정구,2023-01,692.0,11.0,244.0,1.0
KR-26,부산광역시,강서구,2023-01,792.0,552.0,247.0,295.0
KR-26,부산광역시,연제구,2023-01,661.0,0.0,240.0,0.0
KR-26,부산광역시,수영구,2023-01,707.0,401.0,228.0,30.0
KR-26,부산광역시,사상구,2023-01,559.0,203.0,259.0,33.0
KR-26,부산광역시,기장군,2023-01,748.0,543.0,259.0,243.0
KR-27,대구광역시,중구,2023-01,791.0,73.0,228.0,9.0
KR-27,대구광역시,동구,2023-01,711.0,134.0,254.0,38.0
KR-27,대구광역시,서구,2023-01,508.0,249.0,218.0,135.0
KR-27,대구광역시,남구,2023-01,652.0,81.0,203.0,7.0
KR-27,대구광역시,북구,2023-01,721.0,77.0,267.0,15.0
KR-27,대구광역시,수성구,2023-01,687.0,207.0,227.0,31.0
KR-27,대구광역시,달서구,2023-01,680.0,827.0,250.0,266.0
KR-27,대구광역시,달성군,2023-01,771.0,365.0,261.0,110.0
KR-27,대구광역시,군위군,2023-01,768.0,0.0,135.0,0.0
KR-28,인천광역시,중구,2023-01,849.0,682.0,213.0,243.0
KR-28,인천광역시,동구,2023-01,782.0,2.0,205.0,0.0
KR-28,인천광역시,미추홀구,2023-01,778.0,236.0,242.0,109.0
KR-28,인천광역시,연수구,2023-01,849.0,956.0,232.0,298.0
KR-28,인천광역시,남동구,2023-01,793.0,704.0,233.0,231.0
KR-28,인천광역시,부평구,2023-01,736.0,785.0,250.0,196.0
KR-28,인천광역시,계양구,2023-01,750.0,563.0,276.0,169.0
KR-28,인천광역시,서구,2023-01,869.0,590.0,239.0,251.0
KR-28,인천광역시,강화군,2023-01,635.0,0.0,257.0,0.0
KR-28,인천광역시,옹진군,2023-01,1743.0,0.0,63.0,0.0
KR-29,광주광역시,동구,2023-01,678.0,0.0,169.0,0.0
KR-29,광주광역시,서구,2023-01,596.0,37.0,181.0,5.0
KR-29,광주광역시,남구,2023-01,606.0,0.0,177.0,0.0
KR-29,광주광역시,북구,2023-01,614.0,126.0,189.0,35.0
KR-29,광주광역시,광산구,2023-01,706.0,367.0,207.0,101.0
KR-30,대전광역시,동구,2023-01,697.0,229.0,220.0,30.0
KR-30,대전광역시,중구,2023-01,670.0,554.0,203.0,73.0
KR-30,대전광역시,서구,2023-01,677.0,901.0,212.0,197.0
KR-30,대전광역시,유성구,2023-01,747.0,696.0,198.0,176.0
KR-30,대전광역시,대덕구,2023-01,661.0,334.0,215.0,104.0
KR-31,울산광역시,중구,2023-01,686.0,3.0,261.0,0.0
KR-31,울산광역시,남구,2023-01,629.0,72.0,250.0,6.0
KR-31,울산광역시,동구,2023-01,605.0,17.0,278.0,4.0
KR-31,울산광역시,북구,2023-01,717.0,2.0,257.0,0.0
KR-31,울산광역시,울주군,2023-01,676.0,0.0,263.0,0.0
KR-50,세종특별자치시,,2023-01,846.0,987.0,276.0,334.0
KR-41,경기도,수원시 장안구,2023-01,818.0,1041.0,240.0,327.0
KR-41,경기도,수원시 권선구,2023-01,824.0,771.0,232.0,256.0
KR-41,경기도,수원시 팔달구,2023-01,850.0,875.0,234.0,221.0
KR-41,경기도,수원시 영통구,2023-01,803.0,1208.0,220.0,419.0
KR-41,경기도,성남시 수정구,2023-01,849.0,936.0,144.0,342.0
KR-41,경기도,성남시 중원구,2023-01,798.0,701.0,152.0,223.0
KR-41,경기도,성남시 분당구,2023-01,710.0,1449.0,145.0,371.0
KR-41,경기도,의정부시,2023-01,858.0,343.0,291.0,127.0
KR-41,경기도,안양시 만안구,2023-01,870.0,362.0,227.0,163.0
KR-41,경기도,안양시 동안구,2023-01,797.0,1294.0,242.0,405.0
KR-41,경기도,부천시 원미구 ,2023-01,777.0,1368.0,223.0,367.0
KR-41,경기도,부천시 소사구 ,2023-01,824.0,390.0,211.0,140.0
KR-41,경기도,부천시 오정구 ,2023-01,750.0,912.0,195.0,205.0
KR-41,경기도,광명시,2023-01,866.0,942.0,232.0,246.0
KR-41,경기도,평택시,2023-01,804.0,412.0,260.0,189.0
KR-41,경기도,동두천시,2023-01,760.0,0.0,283.0,0.0
KR-41,경기도,안산시 상록구,2023-01,723.0,993.0,175.0,204.0
KR-41,경기도,안산시 단원구,2023-01,778.0,942.0,200.0,297.0
KR-41,경기도,고양시 덕양구,2023-01,789.0,1128.0,253.0,418.0
KR-41,경기도,고양시 일산동구,2023-01,787.0,1296.0,230.0,460.0
KR-41,경기도,고양시 일산서구,2023-01,740.0,1232.0,235.0,393.0
KR-41,경기도,과천시,2023-01,859.0,1483.0,220.0,429.0
KR-41,경기도,구리시,2023-01,808.0,316.0,274.0,128.0
KR-41,경기도,남양주시,2023-01,863.0,300.0,287.0,119.0
KR-41,경기도,오산시,2023-01,807.0,856.0,261.0,301.0
KR-41,경기도,시흥시,2023-01,826.0,491.0,256.0,211.0
KR-41,경기도,군포시,2023-01,744.0,1282.0,257.0,301.0
KR-41,경기도,의왕시,2023-01,812.0,743.0,371.0,241.0
KR-41,경기도,하남시,2023-01,906.0,829.0,198.0,273.0
KR-41,경기도,용인시 처인구,2023-01,855.0,1.0,225.0,0.0
KR-41,경기도,용인시 기흥구,2023-01,782.0,1054.0,219.0,311.0
KR-41,경기도,용인시 수지구,2023-01,744.0,1252.0,202.0,354.0
KR-41,경기도,파주시,2023-01,840.0,661.0,310.0,260.0
KR-41,경기도,이천시,2023-01,858.0,143.0,330.0,17.0
KR-41,경기도,안성시,2023-01,782.0,0.0,328.0,0.0
KR-41,경기도,김포시,2023-01,903.0,664.0,271.0,230.0
KR-41,경기도,화성시,2023-01,874.0,967.0,287.0,377.0
KR-41,경기도,광주시,2023-01,864.0,0.0,233.0,0.0
KR-41,경기도,양주시,2023-01,869.0,586.0,316.0,217.0
KR-41,경기도,포천시,2023-01,817.0,1.0,310.0,0.0
KR-41,경기도,여주시,2023-01,797.0,0.0,160.0,0.0
KR-41,경기도,연천군,2023-01,835.0,2.0,188.0,0.0
KR-41,경기도,가평군,2023-01,874.0,0.0,271.0,0.0
KR-41,경기도,양평군,2023-01,857.0,0.0,290.0,0.0
KR-43,충청북도,청주시 상당구,2023-01,759.0,940.0,382.0,178.0
KR-43,충청북도,청주시 서원구,2023-01,713.0,1217.0,386.0,193.0
KR-43,충청북도,청주시 흥덕구,2023-01,727.0,626.0,348.0,113.0
KR-43,충청북도,청주시 청원구,2023-01,755.0,15.0,341.0,0.0
KR-43,충청북도,충주시,2023-01,650.0,70.0,310.0,4.0
KR-43,충청북도,제천시,2023-01,631.0,181.0,305.0,24.0
KR-43,충청북도,보은군,2023-01,748.0,0.0,101.0,0.0
KR-43,충청북도,옥천군,2023-01,710.0,0.0,200.0,0.0
KR-43,충청북도,영동군,2023-01,608.0,0.0,229.0,0.0
KR-43,충청북도,증평군,2023-01,702.0,37.0,314.0,2.0
KR-43,충청북도,진천군,2023-01,777.0,0.0,156.0,0.0
KR-43,충청북도,괴산군,2023-01,789.0,0.0,185.0,0.0
KR-43,충청북도,음성군,2023-01,739.0,48.0,151.0,4.0
KR-43,충청북도,단양군,2023-01,742.0,0.0,264.0,0.0
KR-44,충청남도,천안시 동남구,2023-01,802.0,141.0,254.0,33.0
KR-44,충청남도,천안시 서북구,2023-01,782.0,175.0,249.0,57.0
KR-44,충청남도,공주시,2023-01,661.0,35.0,255.0,4.0
KR-44,충청남도,보령시,2023-01,559.0,90.0,271.0,8.0
KR-44,충청남도,아산시,2023-01,790.0,278.0,297.0,65.0
KR-44,충청남도,서산시,2023-01,704.0,89.0,269.0,10.0
KR-44,충청남도,논산시,2023-01,661.0,0.0,241.0,0.0
KR-44,충청남도,계룡시,2023-01,703.0,0.0,111.0,0.0
KR-44,충청남도,당진시,2023-01,773.0,39.0,299.0,12.0
KR-44,충청남도,금산군,2023-01,606.0,145.0,113.0,0.0
KR-44,충청남도,부여군,2023-01,514.0,0.0,283.0,0.0
KR-44,충청남도,서천군,2023-01,642.0,0.0,164.0,0.0
KR-44,충청남도,청양군,2023-01,708.0,9.0,195.0,0.0
KR-44,충청남도,홍성군,2023-01,760.0,786.0,202.0,242.0
KR-44,충청남도,예산군,2023-01,665.0,332.0,189.0,65.0
KR-44,충청남도,태안군,2023-01,813.0,6.0,167.0,8.0
KR-45,전라북도,전주시 완산구,2023-01,639.0,89.0,47.0,8.0
KR-45,전라북도,전주시 덕진구,2023-01,721.0,50.0,68.0,8.0
KR-45,전라북도,군산시,2023-01,665.0,47.0,308.0,6.0
KR-45,전라북도,익산시,2023-01,633.0,129.0,235.0,42.0
KR-45,전라북도,정읍시,2023-01,653.0,42.0,256.0,5.0
KR-45,전라북도,남원시,2023-01,599.0,259.0,256.0,6.0
KR-45,전라북도,김제시,2023-01,479.0,40.0,269.0,4.0
KR-45,전라북도,완주군,2023-01,681.0,0.0,191.0,0.0
KR-45,전라북도,진안군,2023-01,464.0,0.0,161.0,0.0
KR-45,전라북도,무주군,2023-01,821.0,0.0,202.0,0.0
KR-45,전라북도,장수군,2023-01,688.0,0.0,210.0,0.0
KR-45,전라북도,임실군,2023-01,686.0,0.0,215.0,0.0
KR-45,전라북도,순창군,2023-01,715.0,0.0,215.0,0.0
KR-45,전라북도,고창군,2023-01,618.0,0.0,150.0,0.0
KR-45,전라북도,부안군,2023-01,715.0,0.0,173.0,0.0
KR-46,전라남도,목포시,2023-01,661.0,0.0,228.0,0.0
KR-46,전라남도,여수시,2023-01,601.0,6.0,196.0,1.0
KR-46,전라남도,순천시,2023-01,624.0,0.0,264.0,0.0
KR-46,전라남도,나주시,2023-01,673.0,639.0,152.0,184.0
KR-46,전라남도,광양시,2023-01,475.0,94.0,272.0,11.0
KR-46,전라남도,담양군,2023-01,472.0,0.0,109.0,0.0
KR-46,전라남도,구례군,2023-01,625.0,0.0,195.0,0.0
KR-46,전라남도,고흥군,2023-01,674.0,0.0,241.0,0.0
KR-46,전라남도,보성군,2023-01,734.0,0.0,157.0,0.0
KR-46,전라남도,화순군,2023-01,540.0,0.0,211.0,0.0
KR-46,전라남도,장흥군,2023-01,785.0,0.0,233.0,0.0
KR-46,전라남도,강진군,2023-01,676.0,0.0,157.0,0.0
KR-46,전라남도,해남군,2023-01,757.0,0.0,155.0,0.0
KR-46,전라남도,영암군,2023-01,682.0,34.0,277.0,0.0
KR-46,전라남도,무안군,2023-01,856.0,0.0,175.0,0.0
KR-46,전라남도,함평군,2023-01,778.0,0.0,166.0,0.0
KR-46,전라남도,영광군,2023-01,629.0,0.0,134.0,0.0
KR-46,전라남도,장성군,2023-01,760.0,0.0,117.0,0.0
KR-46,전라남도,완도군,2023-01,696.0,0.0,141.0,1.0
KR-46,전라남도,진도군,2023-01,740.0,0.0,153.0,0.0
KR-47,경상북도,포항시 남구,2023-01,612.0,174.0,158.0,28.0
KR-47,경상북도,포항시 북구,2023-01,682.0,122.0,176.0,9.0
KR-47,경상북도,경주시,2023-01,624.0,10.0,215.0,2.0
KR-47,경상북도,김천시,2023-01,681.0,20.0,169.0,2.0
KR-47,경상북도,안동시,2023-01,673.0,410.0,208.0,25.0
KR-47,경상북도,구미시,2023-01,694.0,27.0,230.0,7.0
KR-47,경상북도,영주시,2023-01,706.0,328.0,192.0,15.0
KR-47,경상북도,영천시,2023-01,620.0,30.0,221.0,3.0
KR-47,경상북도,상주시,2023-01,622.0,56.0,199.0,3.0
KR-47,경상북도,문경시,2023-01,667.0,292.0,188.0,35.0
KR-47,경상북도,경산시,2023-01,702.0,22.0,272.0,1.0
KR-47,경상북도,의성군,2023-01,704.0,0.0,230.0,0.0
KR-47,경상북도,청송군,2023-01,365.0,0.0,15.0,0.0
KR-47,경상북도,영양군,2023-01,1056.0,0.0,124.0,0.0
KR-47,경상북도,영덕군,2023-01,733.0,0.0,222.0,0.0
KR-47,경상북도,청도군,2023-01,815.0,0.0,178.0,0.0
KR-47,경상북도,고령군,2023-01,684.0,0.0,170.0,0.0
KR-47,경상북도,성주군,2023-01,906.0,0.0,282.0,0.0
KR-47,경상북도,칠곡군,2023-01,645.0,0.0,214.0,1.0
KR-47,경상북도,예천군,2023-01,786.0,0.0,148.0,0.0
KR-47,경상북도,봉화군,2023-01,774.0,0.0,89.0,0.0
KR-47,경상북도,울진군,2023-01,604.0,0.0,35.0,0.0
KR-48,경상남도,창원시 의창구,2023-01,843.0,0.0,259.0,0.0
KR-48,경상남도,창원시 성산구,2023-01,614.0,52.0,253.0,11.0
KR-48,경상남도,창원시 마산합포구,2023-01,679.0,10.0,237.0,0.0
KR-48,경상남도,창원시 마산회원구,2023-01,683.0,162.0,261.0,19.0
KR-48,경상남도,창원시 진해구,2023-01,672.0,0.0,239.0,0.0
KR-48,경상남도,진주시,2023-01,689.0,184.0,157.0,72.0
KR-48,경상남도,통영시,2023-01,673.0,0.0,189.0,0.0
KR-48,경상남도,사천시,2023-01,619.0,0.0,328.0,0.0
KR-48,경상남도,김해시,2023-01,698.0,247.0,353.0,112.0
KR-48,경상남도,밀양시,2023-01,585.0,0.0,289.0,0.0
KR-48,경상남도,거제시,2023-01,684.0,3.0,183.0,0.0
KR-48,경상남도,양산시,2023-01,644.0,495.0,243.0,207.0
KR-48,경상남도,의령군,2023-01,747.0,0.0,138.0,0.0
KR-48,경상남도,함안군,2023-01,618.0,0.0,237.0,0.0
KR-48,경상남도,창녕군,2023-01,709.0,0.0,212.0,0.0
KR-48,경상남도,고성군,2023-01,598.0,127.0,217.0,0.0
KR-48,경상남도,남해군,2023-01,686.0,0.0,91.0,0.0
KR-48,경상남도,하동군,2023-01,553.0,0.0,214.0,0.0
KR-48,경상남도,산청군,2023-01,637.0,0.0,99.0,0.0
KR-48,경상남도,함양군,2023-01,757.0,0.0,174.0,0.0
KR-48,경상남도,거창군,2023-01,631.0,0.0,175.0,0.0
KR-48,경상남도,합천군,2023-01,700.0,0.0,230.0,0.0
KR-49,제주특별자치도,제주시,2023-01,635.0,10.0,239.0,3.0
KR-49,제주특별자치도,서귀포시,2023-01,643.0,12.0,203.0,10.0
KR-42,강원특별자치도,춘천시,2023-01,741.0,199.0,153.0,29.0
KR-42,강원특별자치도,원주시,2023-01,785.0,10.0,229.0,1.0
KR-42,강원특별자치도,강릉시,2023-01,675.0,104.0,247.0,8.0
KR-42,강원특별자치도,동해시,2023-01,681.0,51.0,234.0,3.0
KR-42,강원특별자치도,태백시,2023-01,753.0,0.0,161.0,0.0
KR-42,강원특별자치도,속초시,2023-01,693.0,21.0,253.0,4.0
KR-42,강원특별자치도,삼척시,2023-01,618.0,0.0,207.0,0.0
KR-42,강원특별자치도,홍천군,2023-01,864.0,0.0,226.0,0.0
KR-42,강원특별자치도,횡성군,2023-01,813.0,0.0,262.0,0.0
KR-42,강원특별자치도,영월군,2023-01,647.0,0.0,252.0,0.0
KR-42,강원특별자치도,평창군,2023-01,677.0,3.0,129.0,0.0
KR-42,강원특별자치도,정선군,2023-01,662.0,0.0,139.0,0.0
KR-42,강원특별자치도,철원군,2023-01,870.0,0.0,169.0,0.0
KR-42,강원특별자치도,화천군,2023-01,791.0,0.0,94.0,0.0
KR-42,강원특별자치도,양구군,2023-01,942.0,0.0,92.0,0.0
KR-42,강원특별자치도,인제군,2023-01,1151.0,0.0,120.0,0.0
KR-42,강원특별자치도,고성군,2023-01,742.0,0.0,136.0,0.0
KR-42,강원특별자치도,양양군,2023-01,657.0,0.0,135.0,0.0
KR-11,서울특별시,종로구,2023-02,750.0,0.0,154.0,0.0
KR-11,서울특별시,중구,2023-02,804.0,20.0,207.0,6.0
KR-11,서울특별시,용산구,2023-02,882.0,1391.0,148.0,214.0
KR-11,서울특별시,성동구,2023-02,840.0,118.0,207.0,5.0
KR-11,서울특별시,광진구,2023-02,827.0,362.0,198.0,27.0
KR-11,서울특별시,동대문구,2023-02,790.0,89.0,228.0,10.0
KR-11,서울특별시,중랑구,2023-02,726.0,305.0,190.0,115.0
KR-11,서울특별시,성북구,2023-02,771.0,55.0,216.0,14.0
KR-11,서울특별시,강북구,2023-02,786.0,165.0,222.0,29.0
KR-11,서울특별시,도봉구,2023-02,709.0,360.0,179.0,116.0
KR-11,서울특별시,노원구,2023-02,660.0,784.0,149.0,238.0
KR-11,서울특별시,은평구,2023-02,800.0,361.0,227.0,88.0
KR-11,서울특별시,서대문구,2023-02,785.0,213.0,200.0,133.0
KR-11,서울특별시,마포구,2023-02,884.0,445.0,235.0,127.0
KR-11,서울특별시,양천구,2023-02,736.0,796.0,188.0,303.0
KR-11,서울특별시,강서구,2023-02,678.0,687.0,181.0,247.0
KR-11,서울특별시,구로구,2023-02,701.0,219.0,219.0,76.0
KR-11,서울특별시,금천구,2023-02,741.0,144.0,214.0,35.0
KR-11,서울특별시,영등포구,2023-02,719.0,438.0,194.0,55.0
KR-11,서울특별시,동작구,2023-02,775.0,363.0,192.0,108.0
KR-11,서울특별시,관악구,2023-02,789.0,173.0,247.0,27.0
KR-11,서울특별시,서초구,2023-02,816.0,847.0,173.0,216.0
KR-11,서울특별시,강남구,2023-02,696.0,1253.0,157.0,210.0
KR-11,서울특별시,송파구,2023-02,751.0,959.0,186.0,277.0
KR-11,서울특별시,강동구,2023-02,836.0,544.0,198.0,209.0
KR-26,부산광역시,중구,2023-02,501.0,0.0,156.0,0.0
KR-26,부산광역시,서구,2023-02,714.0,0.0,209.0,0.0
KR-26,부산광역시,동구,2023-02,829.0,0.0,217.0,0.0
KR-26,부산광역시,영도구,2023-02,565.0,86.0,215.0,24.0
KR-26,부산광역시,부산진구,2023-02,652.0,56.0,215.0,20.0
KR-26,부산광역시,동래구,2023-02,730.0,34.0,219.0,3.0
KR-26,부산광역시,남구,2023-02,673.0,0.0,216.0,0.0
KR-26,부산광역시,북구,2023-02,615.0,41.0,229.0,9.0
KR-26,부산광역시,해운대구,2023-02,662.0,280.0,210.0,168.0
KR-26,부산광역시,사하구,2023-02,591.0,81.0,233.0,14.0
KR-26,부산광역시,금정구,2023-02,665.0,9.0,221.0,1.0
KR-26,부산광역시,강서구,2023-02,743.0,393.0,218.0,258.0
KR-26,부산광역시,연제구,2023-02,632.0,0.0,216.0,0.0
KR-26,부산광역시,수영구,2023-02,689.0,273.0,199.0,29.0
KR-26,부산광역시,사상구,2023-02,565.0,156.0,245.0,31.0
KR-26,부산광역시,기장군,2023-02,634.0,385.0,231.0,209.0
KR-27,대구광역시,중구,2023-02,736.0,54.0,216.0,10.0
KR-27,대구광역시,동구,2023-02,707.0,99.0,251.0,34.0
KR-27,대구광역시,서구,2023-02,515.0,167.0,211.0,115.0
KR-27,대구광역시,남구,2023-02,643.0,73.0,210.0,6.0
KR-27,대구광역시,북구,2023-02,668.0,58.0,261.0,18.0
KR-27,대구광역시,수성구,2023-02,684.0,158.0,228.0,30.0
KR-27,대구광역시,달서구,2023-02,645.0,589.0,244.0,239.0
KR-27,대구광역시,달성군,2023-02,697.0,248.0,255.0,97.0
KR-27,대구광역시,군위군,2023-02,832.0,0.0,187.0,0.0
KR-28,인천광역시,중구,2023-02,784.0,518.0,195.0,232.0
KR-28,인천광역시,동구,2023-02,714.0,0.0,212.0,0.0
KR-28,인천광역시,미추홀구,2023-02,714.0,167.0,216.0,92.0
KR-28,인천광역시,연수구,2023-02,754.0,662.0,208.0,264.0
KR-28,인천광역시,남동구,2023-02,788.0,484.0,219.0,203.0
KR-28,인천광역시,부평구,2023-02,716.0,522.0,225.0,184.0
KR-28,인천광역시,계양구,2023-02,719.0,372.0,250.0,160.0
KR-28,인천광역시,서구,2023-02,797.0,395.0,214.0,216.0
KR-28,인천광역시,강화군,2023-02,629.0,0.0,259.0,0.0
KR-28,인천광역시,옹진군,2023-02,839.0,794.0,72.0,86.0
KR-29,광주광역시,동구,2023-02,608.0,0.0,166.0,0.0
KR-29,광주광역시,서구,2023-02,614.0,25.0,178.0,5.0
KR-29,광주광역시,남구,2023-02,600.0,0.0,172.0,0.0
KR-29,광주광역시,북구,2023-02,595.0,93.0,185.0,32.0
KR-29,광주광역시,광산구,2023-02,673.0,272.0,204.0,91.0
KR-30,대전광역시,동구,2023-02,687.0,167.0,210.0,33.0
KR-30,대전광역시,중구,2023-02,619.0,399.0,193.0,76.0
KR-30,대전광역시,서구,2023-02,616.0,659.0,198.0,181.0
KR-30,대전광역시,유성구,2023-02,698.0,509.0,185.0,161.0
KR-30,대전광역시,대덕구,2023-02,623.0,249.0,202.0,80.0
KR-31,울산광역시,중구,2023-02,717.0,3.0,266.0,0.0
KR-31,울산광역시,남구,2023-02,661.0,55.0,256.0,7.0
KR-31,울산광역시,동구,2023-02,611.0,14.0,277.0,4.0
KR-31,울산광역시,북구,2023-02,706.0,2.0,264.0,0.0
KR-31,울산광역시,울주군,2023-02,668.0,0.0,263.0,0.0
KR-50,세종특별자치시,,2023-02,719.0,702.0,257.0,313.0
KR-41,경기도,수원시 장안구,2023-02,752.0,713.0,217.0,281.0
KR-41,경기도,수원시 권선구,2023-02,786.0,515.0,209.0,232.0
KR-41,경기도,수원시 팔달구,2023-02,799.0,606.0,205.0,191.0
KR-41,경기도,수원시 영통구,2023-02,743.0,820.0,201.0,380.0
KR-41,경기도,성남시 수정구,2023-02,730.0,641.0,157.0,284.0
KR-41,경기도,성남시 중원구,2023-02,807.0,481.0,186.0,202.0
KR-41,경기도,성남시 분당구,2023-02,664.0,1020.0,161.0,335.0
KR-41,경기도,의정부시,2023-02,729.0,229.0,268.0,106.0
KR-41,경기도,안양시 만안구,2023-02,765.0,219.0,222.0,143.0
KR-41,경기도,안양시 동안구,2023-02,682.0,902.0,227.0,358.0
KR-41,경기도,부천시 원미구 ,2023-02,696.0,926.0,188.0,328.0
KR-41,경기도,부천시 소사구 ,2023-02,760.0,268.0,189.0,125.0
KR-41,경기도,부천시 오정구 ,2023-02,699.0,643.0,222.0,173.0
KR-41,경기도,광명시,2023-02,778.0,632.0,221.0,224.0
KR-41,경기도,평택시,2023-02,701.0,284.0,236.0,169.0
KR-41,경기도,동두천시,2023-02,676.0,0.0,261.0,0.0
KR-41,경기도,안산시 상록구,2023-02,713.0,691.0,176.0,190.0
KR-41,경기도,안산시 단원구,2023-02,744.0,647.0,197.0,269.0
KR-41,경기도,고양시 덕양구,2023-02,711.0,762.0,216.0,371.0
KR-41,경기도,고양시 일산동구,2023-02,704.0,860.0,195.0,394.0
KR-41,경기도,고양시 일산서구,2023-02,686.0,813.0,205.0,352.0
KR-41,경기도,과천시,2023-02,866.0,1101.0,211.0,406.0
KR-41,경기도,구리시,2023-02,760.0,238.0,273.0,122.0
KR-41,경기도,남양주시,2023-02,809.0,202.0,279.0,106.0
KR-41,경기도,오산시,2023-02,747.0,577.0,237.0,266.0
KR-41,경기도,시흥시,2023-02,799.0,343.0,252.0,182.0
KR-41,경기도,군포시,2023-02,706.0,874.0,247.0,283.0
KR-41,경기도,의왕시,2023-02,816.0,520.0,312.0,211.0
KR-41,경기도,하남시,2023-02,834.0,566.0,197.0,249.0
KR-41,경기도,용인시 처인구,2023-02,830.0,1.0,215.0,0.0
KR-41,경기도,용인시 기흥구,2023-02,765.0,718.0,205.0,277.0
KR-41,경기도,용인시 수지구,2023-02,754.0,851.0,188.0,318.0
KR-41,경기도,파주시,2023-02,767.0,439.0,286.0,225.0
KR-41,경기도,이천시,2023-02,786.0,93.0,297.0,15.0
KR-41,경기도,안성시,2023-02,767.0,0.0,296.0,0.0
KR-41,경기도,김포시,2023-02,790.0,449.0,246.0,205.0
KR-41,경기도,화성시,2023-02,809.0,662.0,258.0,338.0
KR-41,경기도,광주시,2023-02,821.0,0.0,229.0,0.0
KR-41,경기도,양주시,2023-02,761.0,398.0,288.0,196.0
KR-41,경기도,포천시,2023-02,750.0,0.0,305.0,0.0
KR-41,경기도,여주시,2023-02,789.0,0.0,157.0,0.0
KR-41,경기도,연천군,2023-02,783.0,2.0,180.0,0.0
KR-41,경기도,가평군,2023-02,698.0,0.0,235.0,0.0
KR-41,경기도,양평군,2023-02,841.0,0.0,284.0,0.0
KR-43,충청북도,청주시 상당구,2023-02,706.0,661.0,377.0,168.0
KR-43,충청북도,청주시 서원구,2023-02,678.0,855.0,377.0,187.0
KR-43,충청북도,청주시 흥덕구,2023-02,711.0,452.0,344.0,107.0
KR-43,충청북도,청주시 청원구,2023-02,740.0,11.0,334.0,0.0
KR-43,충청북도,충주시,2023-02,651.0,48.0,315.0,6.0
KR-43,충청북도,제천시,2023-02,631.0,124.0,289.0,21.0
KR-43,충청북도,보은군,2023-02,767.0,0.0,98.0,0.0
KR-43,충청북도,옥천군,2023-02,725.0,0.0,196.0,0.0
KR-43,충청북도,영동군,2023-02,572.0,0.0,209.0,0.0
KR-43,충청북도,증평군,2023-02,656.0,28.0,292.0,2.0
KR-43,충청북도,진천군,2023-02,751.0,0.0,136.0,0.0
KR-43,충청북도,괴산군,2023-02,797.0,0.0,181.0,0.0
KR-43,충청북도,음성군,2023-02,714.0,46.0,150.0,4.0
KR-43,충청북도,단양군,2023-02,673.0,0.0,263.0,0.0
KR-44,충청남도,천안시 동남구,2023-02,687.0,102.0,241.0,29.0
KR-44,충청남도,천안시 서북구,2023-02,699.0,130.0,238.0,53.0
KR-44,충청남도,공주시,2023-02,607.0,24.0,243.0,4.0
