metro,city,year_month,house_count,power_use,bill
경기도,군포시,2021-09,119636,282.31,28198
경기도,남양주시,2021-09,315739,294.38,30477
경기도,여주시,2021-09,64423,216.86,23190
경기도,광주시,2021-09,184726,277.09,31025
경기도,수원시 권선구,2021-09,180236,265.74,27611
경기도,용인시 기흥구,2021-09,177268,320.18,34863
경기도,오산시,2021-09,124094,266.42,26788
경기도,파주시,2021-09,225014,269.72,28929
경기도,가평군,2021-09,39138,196.57,22083
경기도,김포시,2021-09,209866,350.75,40164
경기도,수원시 팔달구,2021-09,108276,232.15,24393
경기도,안양시 동안구,2021-09,126684,303.28,31275
경기도,고양시,2021-09,1,30.0,3476
경기도,광명시,2021-09,112305,272.91,27625
경기도,평택시,2021-09,334907,267.06,28658
경기도,동두천시,2021-09,49903,228.68,22307
경기도,용인시 처인구,2021-09,132042,247.54,26299
경기도,안산시 단원구,2021-09,173442,245.08,24755
경기도,성남시 분당구,2021-09,197918,313.91,35778
경기도,과천시,2021-09,28558,251.35,29701
경기도,하남시,2021-09,141008,283.6,30614
경기도,부천시 남구,2021-09,1,123.0,11352
경기도,성남시 수정구,2021-09,123524,244.84,26495
경기도,시흥시,2021-09,266942,272.23,28159
경기도,화성시,2021-09,429594,296.74,32262
경기도,안성시,2021-09,115241,230.23,22747
경기도,수원시 장안구,2021-09,129928,244.83,25334
경기도,고양시 덕양구,2021-09,181066,262.09,26448
경기도,이천시,2021-09,117979,245.53,26036
경기도,수원시 영통구,2021-09,165042,293.49,31393
경기도,안양시 만안구,2021-09,110933,273.32,28841
경기도,용인시 수지구,2021-09,139646,365.36,40839
경기도,의정부시,2021-09,220629,272.35,26716
경기도,구리시,2021-09,84892,274.94,27653
경기도,의왕시,2021-09,67086,307.37,32310
경기도,양평군,2021-09,70025,224.99,26987
경기도,성남시 중원구,2021-09,103174,248.42,25631
경기도,부천시,2021-09,383172,265.73,28448
경기도,안산시 상록구,2021-09,184821,240.07,25291
경기도,양주시,2021-09,112329,250.54,25583
경기도,연천군,2021-09,26687,181.95,19786
경기도,포천시,2021-09,82484,211.04,22176
경기도,고양시 일산동구,2021-09,134576,299.54,34754
경기도,고양시 일산서구,2021-09,117745,312.06,33469
강원도,태백시,2021-09,24355,195.92,19152
강원도,횡성군,2021-09,31135,179.52,19204
강원도,화천군,2021-09,14457,184.09,20070
강원도,원주시,2021-09,205449,236.94,22886
강원도,동해시,2021-09,53213,217.17,21249
강원도,고성군,2021-09,18663,187.34,20875
강원도,평창군,2021-09,32086,170.84,18406
강원도,강릉시,2021-09,128169,210.51,21591
강원도,홍천군,2021-09,44145,185.09,20171
강원도,철원군,2021-09,24317,184.73,21258
강원도,양양군,2021-09,20464,193.69,20616
강원도,춘천시,2021-09,160287,222.66,22161
강원도,영월군,2021-09,25226,184.29,19648
강원도,양구군,2021-09,13068,183.27,19710
강원도,속초시,2021-09,49217,223.07,21456
강원도,정선군,2021-09,23767,183.58,19494
강원도,인제군,2021-09,21191,167.88,18661
강원도,삼척시,2021-09,44217,183.08,18624
충청북도,제천시,2021-09,77602,200.76,20026
충청북도,옥천군,2021-09,30180,189.29,19818
충청북도,단양군,2021-09,19075,169.58,19044
충청북도,청주시,2021-09,481959,239.87,25144
충청북도,충주시,2021-09,134269,206.94,21227
충청북도,음성군,2021-09,63927,197.9,20283
충청북도,진천군,2021-09,55368,215.35,22127
충청북도,괴산군,2021-09,24848,171.04,19369
충청북도,증평군,2021-09,24294,201.74,20794
충청북도,보은군,2021-09,21446,167.85,18385
충청북도,영동군,2021-09,30176,174.98,18687
충청남도,서산시,2021-09,109878,235.21,25014
충청남도,서천군,2021-09,34658,184.9,20649
충청남도,천안시 서북구,2021-09,3,32.0,3547
충청남도,보령시,2021-09,60422,210.29,22583
충청남도,금산군,2021-09,33236,163.4,17904
충청남도,논산시,2021-09,72737,200.07,20825
충청남도,예산군,2021-09,48710,201.35,21357
충청남도,부여군,2021-09,38904,200.06,21830
충청남도,아산시,2021-09,189467,239.4,24756
충청남도,청양군,2021-09,19377,169.7,18618
충청남도,당진시,2021-09,112230,214.28,22882
충청남도,태안군,2021-09,39109,197.5,23747
충청남도,공주시,2021-09,63812,202.5,21309
충청남도,천안시,2021-09,359943,265.79,27960
충청남도,홍성군,2021-09,60452,231.42,24452
충청남도,계룡시,2021-09,20434,247.34,25084
전라북도,진안군,2021-09,15751,156.1,16916
전라북도,임실군,2021-09,17822,150.26,16812
전라북도,고창군,2021-09,34213,185.71,20547
전라북도,정읍시,2021-09,66289,201.28,20829
전라북도,김제시,2021-09,49783,186.08,20597
전라북도,장수군,2021-09,14020,163.16,17513
전라북도,익산시,2021-09,157485,230.2,23391
전라북도,완주군,2021-09,53327,207.95,22074
전라북도,순창군,2021-09,16282,179.48,19341
전라북도,부안군,2021-09,30932,191.92,22010
전라북도,무주군,2021-09,15862,165.81,17780
전라북도,전주시,2021-09,354748,263.59,27741
전라북도,군산시,2021-09,154726,244.2,25298
전라북도,남원시,2021-09,49529,186.83,19562
전라남도,영암군,2021-09,37793,189.81,19474
전라남도,나주시,2021-09,71429,225.86,23617
전라남도,장흥군,2021-09,23560,187.32,20575
전라남도,함평군,2021-09,19260,171.37,19044
전라남도,진도군,2021-09,19960,191.16,21646
전라남도,순천시,2021-09,149086,272.68,30241
전라남도,담양군,2021-09,25008,186.49,21905
전라남도,고흥군,2021-09,43903,184.77,20938
전라남도,보성군,2021-09,26071,181.27,19550
전라남도,화순군,2021-09,37542,198.56,20603
전라남도,목포시,2021-09,124506,256.95,27177
전라남도,무안군,2021-09,52135,230.5,26404
전라남도,곡성군,2021-09,18172,169.91,18795
전라남도,강진군,2021-09,22316,183.23,20000
전라남도,여수시,2021-09,156835,244.85,27124
전라남도,구례군,2021-09,16181,184.69,20227
전라남도,영광군,2021-09,31067,195.86,21876
전라남도,장성군,2021-09,25325,183.21,20197
전라남도,완도군,2021-09,29884,204.89,24467
전라남도,광양시,2021-09,83141,235.48,25109
전라남도,해남군,2021-09,40681,194.89,22187
전라남도,신안군,2021-09,22928,161.73,20003
경상북도,영주시,2021-09,62933,188.36,18345
경상북도,군위군,2021-09,15160,151.14,15877
경상북도,칠곡군,2021-09,71431,197.02,19299
경상북도,울진군,2021-09,35752,189.05,19693
경상북도,구미시,2021-09,238731,228.44,22080
경상북도,영양군,2021-09,11613,165.06,16819
경상북도,문경시,2021-09,42316,188.25,19064
경상북도,의성군,2021-09,34099,161.9,16126
경상북도,경주시,2021-09,167048,205.75,20854
경상북도,상주시,2021-09,60992,178.32,17325
경상북도,청송군,2021-09,17038,162.57,16622
경상북도,봉화군,2021-09,20792,165.1,16800
경상북도,포항시 북구,2021-09,147848,236.87,23416
경상북도,김천시,2021-09,83817,205.98,19444
경상북도,성주군,2021-09,25404,164.92,17551
경상북도,안동시,2021-09,100411,190.77,17806
경상북도,청도군,2021-09,27395,169.79,15757
경상북도,고령군,2021-09,18744,175.17,17922
경상북도,울릉군,2021-09,4995,164.63,18590
경상북도,포항시 남구,2021-09,136825,221.88,22125
경상북도,영천시,2021-09,60310,192.03,18360
경상북도,경산시,2021-09,170353,220.25,21165
경상북도,영덕군,2021-09,24728,158.83,16768
경상북도,예천군,2021-09,36338,197.43,19275
경상남도,김해시,2021-09,271780,266.52,27377
경상남도,밀양시,2021-09,67522,196.51,21367
경상남도,합천군,2021-09,31167,154.31,16782
경상남도,고성군,2021-09,34670,184.57,20501
경상남도,거창군,2021-09,37464,180.78,18946
경상남도,사천시,2021-09,68601,217.41,23554
경상남도,의령군,2021-09,19238,160.93,17584
경상남도,함안군,2021-09,37810,201.68,21801
경상남도,진주시,2021-09,203008,239.33,25800
경상남도,남해군,2021-09,29199,163.45,19430
경상남도,창원시 의창구,2021-09,2,206.5,24147
경상남도,창원시,2021-09,544311,248.58,26735
경상남도,창원시 진해구,2021-09,1,24.0,2844
경상남도,통영시,2021-09,75760,236.78,26281
경상남도,거제시,2021-09,143585,249.88,27569
경상남도,창녕군,2021-09,39205,182.6,19524
경상남도,양산시,2021-09,182109,273.73,28170
경상남도,하동군,2021-09,29042,165.21,18662
경상남도,산청군,2021-09,23359,159.58,17597
경상남도,함양군,2021-09,25799,172.33,18050
제주특별자치도,서귀포시,2021-09,103782,269.59,36116
제주특별자치도,제주시,2021-09,264251,266.76,33695
세종특별자치시, ,2021-09,183728,316.13,34566
서울특별시,중구,2021-10,74287,200.81,22088
서울특별시,마포구,2021-10,196069,217.89,23856
서울특별시,강동구,2021-10,210089,226.29,24889
서울특별시,양천구,2021-10,192060,245.47,26997
서울특별시,강북구,2021-10,157235,199.14,20571
서울특별시,금천구,2021-10,132950,196.81,20363
서울특별시,종로구,2021-10,88288,190.0,22154
서울특별시,동대문구,2021-10,191510,206.37,21536
서울특별시,영등포구,2021-10,213169,208.53,22220
서울특별시,강남구,2021-10,262260,249.44,30398
서울특별시,중랑구,2021-10,197733,203.09,21194
서울특별시,용산구,2021-10,125659,226.41,28089
서울특별시,동작구,2021-10,203248,203.53,21956
서울특별시,강서구,2021-10,286131,214.3,22729
서울특별시,구로구,2021-10,206742,216.96,22638
서울특별시,광진구,2021-10,187160,195.38,21540
서울특별시,성동구,2021-10,140573,238.71,26261
서울특별시,성북구,2021-10,214329,223.67,24202
서울특별시,도봉구,2021-10,148691,221.15,22367
서울특별시,은평구,2021-10,226672,223.29,24415
서울특별시,노원구,2021-10,225518,226.47,21620
서울특별시,서초구,2021-10,183832,265.96,34202
서울특별시,서대문구,2021-10,160766,214.92,23240
서울특별시,관악구,2021-10,303265,174.57,17795
서울특별시,송파구,2021-10,288418,243.76,27470
부산광역시,남구,2021-10,137182,232.01,25423
부산광역시,해운대구,2021-10,191586,263.18,30067
부산광역시,영도구,2021-10,65182,190.89,19146
부산광역시,부산진구,2021-10,197167,216.06,22188
부산광역시,강서구,2021-10,70667,252.37,28428
부산광역시,연제구,2021-10,103972,230.8,24559
부산광역시,동구,2021-10,55656,182.29,18691
부산광역시,북구,2021-10,132608,231.55,23228
부산광역시,중구,2021-10,32656,148.87,15081
부산광역시,금정구,2021-10,129136,204.52,21553
부산광역시,기장군,2021-10,54308,212.73,22835
부산광역시,서구,2021-10,63718,190.11,20016
부산광역시,사하구,2021-10,159916,212.38,21545
부산광역시,수영구,2021-10,99347,220.03,23920
부산광역시,동래구,2021-10,132537,228.67,24781
부산광역시,사상구,2021-10,108210,206.97,20167
대구광역시,서구,2021-10,95334,181.48,18252
대구광역시,동구,2021-10,182267,209.98,21360
대구광역시,달서구,2021-10,272229,228.73,23093
대구광역시,북구,2021-10,219416,222.02,22233
대구광역시,수성구,2021-10,196304,243.67,26708
대구광역시,중구,2021-10,52348,178.8,18540
대구광역시,남구,2021-10,90067,181.65,18533
대구광역시,달성군,2021-10,121893,231.9,23333
인천광역시,서구,2021-10,261814,237.78,26721
인천광역시,부평구,2021-10,235629,226.98,23556
인천광역시,연수구,2021-10,171691,270.47,30796
인천광역시,강화군,2021-10,41993,163.43,20743
인천광역시,옹진군,2021-10,14142,154.21,18697
인천광역시,남동구,2021-10,248976,235.45,24807
인천광역시,중구,2021-10,84620,205.58,21764
인천광역시,미추홀구,2021-10,223850,207.55,22520
인천광역시,동구,2021-10,31450,216.54,21988
인천광역시,계양구,2021-10,135575,224.99,23367
광주광역시,동구,2021-10,65629,202.98,21589
광주광역시,광산구,2021-10,201686,238.15,25132
광주광역시,서구,2021-10,155971,228.54,24154
광주광역시,북구,2021-10,230669,215.06,22191
광주광역시,남구,2021-10,109447,228.87,24726
대전광역시,동구,2021-10,135412,185.65,18576
대전광역시,서구,2021-10,253546,204.22,20506
대전광역시,유성구,2021-10,181154,219.68,22741
대전광역시,중구,2021-10,122445,201.13,20447
대전광역시,대덕구,2021-10,96651,193.42,19688
울산광역시,동구,2021-10,79514,216.41,22813
울산광역시,남구,2021-10,168027,221.74,23923
울산광역시,북구,2021-10,98805,253.22,26224
울산광역시,중구,2021-10,109187,222.47,24104
울산광역시,울주군,2021-10,123224,207.0,22034
경기도,광명시,2021-10,111964,239.55,25094
경기도,동두천시,2021-10,49990,211.7,21384
경기도,과천시,2021-10,29247,219.69,26287
경기도,의왕시,2021-10,67117,261.62,28817
경기도,남양주시,2021-10,315840,256.72,27972
경기도,가평군,2021-10,39218,179.34,21349
경기도,양평군,2021-10,70241,196.76,24720
경기도,성남시 중원구,2021-10,105130,208.15,22166
경기도,수원시 장안구,2021-10,129915,219.38,23775
경기도,평택시,2021-10,335820,215.2,23264
경기도,이천시,2021-10,118451,209.78,23019
경기도,용인시 처인구,2021-10,132140,215.49,23965
경기도,안성시,2021-10,115334,195.62,20315
경기도,김포시,2021-10,209910,280.74,31700
경기도,수원시 권선구,2021-10,180273,232.08,24664
경기도,수원시 팔달구,2021-10,108173,198.82,21170
경기도,용인시 수지구,2021-10,140448,307.09,35798
경기도,부천시,2021-10,383164,229.7,25054
경기도,하남시,2021-10,141080,249.21,27204
경기도,파주시,2021-10,225284,237.84,26481
경기도,연천군,2021-10,26752,164.83,19034
경기도,고양시 일산동구,2021-10,134550,260.4,30132
경기도,구리시,2021-10,84618,247.48,25953
경기도,오산시,2021-10,124061,225.73,23271
경기도,화성시,2021-10,430708,244.94,26714
경기도,광주시,2021-10,184859,238.03,27508
경기도,포천시,2021-10,80903,186.9,20914
경기도,안산시 단원구,2021-10,173364,211.92,22157
경기도,성남시 수정구,2021-10,123678,207.26,22646
경기도,고양시 일산서구,2021-10,117748,279.35,30920
경기도,수원시 영통구,2021-10,165035,251.36,27372
경기도,안산시 상록구,2021-10,184845,206.07,22153
경기도,군포시,2021-10,119774,236.75,24376
경기도,시흥시,2021-10,267579,228.66,23903
경기도,양주시,2021-10,112422,235.23,24957
경기도,여주시,2021-10,64571,190.63,21692
경기도,성남시 분당구,2021-10,197927,273.68,31168
경기도,안양시 만안구,2021-10,110887,230.26,24624
경기도,안양시 동안구,2021-10,126663,254.47,27089
경기도,고양시 덕양구,2021-10,181807,234.82,24900
경기도,고양시,2021-10,1,29.0,3382
경기도,용인시 기흥구,2021-10,177352,279.29,31170
경기도,의정부시,2021-10,220682,231.96,23684
경기도,부천시 남구,2021-10,1,120.0,11442
강원도,춘천시,2021-10,161306,202.48,21053
강원도,동해시,2021-10,53223,197.8,20165
강원도,철원군,2021-10,24335,176.87,21356
강원도,원주시,2021-10,205543,202.9,20688
강원도,횡성군,2021-10,31209,170.82,19464
강원도,평창군,2021-10,32148,166.83,19285
강원도,정선군,2021-10,23787,179.24,20411
강원도,속초시,2021-10,49206,209.15,21120
강원도,태백시,2021-10,24370,192.37,20437
강원도,삼척시,2021-10,44234,167.85,18249
강원도,고성군,2021-10,18680,168.24,19836
강원도,화천군,2021-10,14479,171.21,19502
강원도,양구군,2021-10,13093,170.67,19360
강원도,양양군,2021-10,20494,175.65,19458
강원도,홍천군,2021-10,44287,174.01,19877
강원도,영월군,2021-10,25275,171.9,19626
강원도,강릉시,2021-10,128273,194.21,20645
강원도,인제군,2021-10,21225,161.03,18848
충청북도,음성군,2021-10,64002,173.99,18295
충청북도,영동군,2021-10,30301,156.68,18094
충청북도,괴산군,2021-10,24913,159.0,18879
충청북도,증평군,2021-10,24300,169.48,17903
충청북도,청주시,2021-10,482118,201.1,21222
충청북도,옥천군,2021-10,30223,169.15,18975
충청북도,진천군,2021-10,55408,186.81,19709
충청북도,충주시,2021-10,134345,180.82,19086
충청북도,제천시,2021-10,77636,187.37,19862
충청북도,단양군,2021-10,19106,156.83,18694
충청북도,보은군,2021-10,21495,155.26,18377
충청남도,보령시,2021-10,60486,185.52,20308
충청남도,공주시,2021-10,63885,176.97,19339
충청남도,청양군,2021-10,19415,155.01,18034
충청남도,서산시,2021-10,110055,199.63,21285
충청남도,홍성군,2021-10,60502,198.63,21480
충청남도,서천군,2021-10,34684,161.61,18922
충청남도,천안시 서북구,2021-10,3,30.33,3544
충청남도,당진시,2021-10,112270,190.29,20606
충청남도,계룡시,2021-10,20446,226.56,23164
충청남도,논산시,2021-10,72794,170.75,18423
충청남도,예산군,2021-10,48744,178.01,19760
충청남도,금산군,2021-10,33733,148.39,17327
충청남도,부여군,2021-10,38948,173.14,19531
충청남도,아산시,2021-10,189445,201.82,20976
충청남도,천안시,2021-10,360087,215.08,22502
충청남도,태안군,2021-10,39208,167.67,20589
전라북도,남원시,2021-10,49585,168.04,18582
전라북도,무주군,2021-10,15886,155.82,18245
전라북도,부안군,2021-10,30925,166.78,20455
전라북도,고창군,2021-10,34272,164.4,18999
전라북도,전주시,2021-10,354766,222.35,23611
전라북도,군산시,2021-10,154794,202.2,20998
전라북도,완주군,2021-10,53845,176.06,19434
전라북도,장수군,2021-10,14060,152.05,17835
전라북도,임실군,2021-10,17834,136.27,16693
전라북도,정읍시,2021-10,66355,175.56,19243
전라북도,익산시,2021-10,157536,195.2,20340
전라북도,순창군,2021-10,16297,161.56,18052
전라북도,진안군,2021-10,15840,145.51,17531
전라북도,김제시,2021-10,49785,164.28,18908
전라남도,순천시,2021-10,149159,220.79,24056
전라남도,구례군,2021-10,16200,158.91,17990
전라남도,여수시,2021-10,156890,204.25,22355
전라남도,보성군,2021-10,26106,158.53,17602
전라남도,화순군,2021-10,37586,175.07,18580
전라남도,광양시,2021-10,83195,198.47,20947
전라남도,영암군,2021-10,37816,160.97,16861
전라남도,장흥군,2021-10,23572,162.28,18309
전라남도,장성군,2021-10,25351,162.2,18655
전라남도,목포시,2021-10,124754,214.51,22528
전라남도,곡성군,2021-10,18185,148.38,17206
전라남도,해남군,2021-10,40719,170.88,19746
전라남도,진도군,2021-10,19966,161.97,18859
전라남도,신안군,2021-10,22933,139.83,18431
전라남도,고흥군,2021-10,43918,160.38,18731
전라남도,강진군,2021-10,22369,160.06,17855
전라남도,무안군,2021-10,52161,207.5,23609
전라남도,함평군,2021-10,19273,151.6,17692
전라남도,완도군,2021-10,29897,172.81,21025
전라남도,나주시,2021-10,71483,196.53,20748
전라남도,담양군,2021-10,25052,161.17,20380
전라남도,영광군,2021-10,31071,171.91,19835
경상북도,안동시,2021-10,100504,176.62,17753
경상북도,군위군,2021-10,15180,139.19,15909
경상북도,예천군,2021-10,36348,187.37,19646
경상북도,영천시,2021-10,60343,174.06,17767
경상북도,문경시,2021-10,42326,171.21,18891
경상북도,청송군,2021-10,17073,156.37,17570
경상북도,김천시,2021-10,84050,182.69,18401
경상북도,성주군,2021-10,25423,150.42,17090
경상북도,울진군,2021-10,35772,172.18,19219
경상북도,구미시,2021-10,238706,196.09,19783
경상북도,의성군,2021-10,34165,151.02,16339
경상북도,영양군,2021-10,11627,153.78,17579
경상북도,칠곡군,2021-10,71485,174.25,17901
경상북도,봉화군,2021-10,20814,156.08,17497
경상북도,포항시 북구,2021-10,147865,215.51,22192
경상북도,영주시,2021-10,62985,179.07,18807
경상북도,상주시,2021-10,61007,163.17,17184
경상북도,경산시,2021-10,171058,186.74,18702
경상북도,청도군,2021-10,27418,154.64,17439
경상북도,영덕군,2021-10,24768,146.96,16837
경상북도,고령군,2021-10,18759,157.22,17245
경상북도,울릉군,2021-10,4997,175.78,24310
경상북도,경주시,2021-10,167074,184.41,19660
경상북도,포항시 남구,2021-10,136852,195.07,20286
경상남도,창원시,2021-10,544059,214.35,22866
경상남도,밀양시,2021-10,67567,170.0,18641
경상남도,창녕군,2021-10,39223,159.06,17537
경상남도,남해군,2021-10,29214,138.6,17515
경상남도,함양군,2021-10,25816,156.65,17212
경상남도,양산시,2021-10,182188,231.83,23839
경상남도,하동군,2021-10,29061,142.53,16847
경상남도,사천시,2021-10,68632,180.27,19365
경상남도,의령군,2021-10,19266,139.77,15908
경상남도,함안군,2021-10,37853,176.66,19221
경상남도,산청군,2021-10,23419,142.4,16477
경상남도,거창군,2021-10,37565,165.04,18344
경상남도,창원시 의창구,2021-10,2,183.5,19740
경상남도,고성군,2021-10,34754,157.36,17769
경상남도,통영시,2021-10,75775,191.45,20618
경상남도,김해시,2021-10,271797,227.19,23545
경상남도,거제시,2021-10,143701,202.68,21951
경상남도,진주시,2021-10,203262,203.14,21583
경상남도,창원시 진해구,2021-10,1,31.0,3583
경상남도,합천군,2021-10,31186,137.86,15890
제주특별자치도,제주시,2021-10,264587,211.41,25076
제주특별자치도,서귀포시,2021-10,103903,215.89,27453
세종특별자치시, ,2021-10,184889,248.56,26061
서울특별시,강동구,2021-11,209872,227.17,25026
서울특별시,서대문구,2021-11,160893,213.47,23118
서울특별시,동작구,2021-11,203019,201.93,21846
서울특별시,관악구,2021-11,303374,171.34,17464
서울특별시,광진구,2021-11,187624,192.32,21159
서울특별시,성동구,2021-11,140693,234.83,25421
서울특별시,마포구,2021-11,196235,212.9,22783
서울특별시,구로구,2021-11,208917,214.85,22409
서울특별시,영등포구,2021-11,213820,203.57,21478
서울특별시,서초구,2021-11,182757,260.66,32967
서울특별시,금천구,2021-11,132970,196.14,20258
서울특별시,강남구,2021-11,259323,240.91,28880
서울특별시,중구,2021-11,74453,198.58,21584
서울특별시,성북구,2021-11,214398,225.26,24497
서울특별시,중랑구,2021-11,198030,204.84,21343
서울특별시,양천구,2021-11,192196,245.47,26870
서울특별시,강북구,2021-11,157864,201.47,20973
서울특별시,종로구,2021-11,88287,189.21,22047
서울특별시,동대문구,2021-11,191520,202.79,21052
서울특별시,용산구,2021-11,125648,221.29,26891
서울특별시,도봉구,2021-11,148664,228.6,23494
서울특별시,은평구,2021-11,228251,223.11,24465
서울특별시,강서구,2021-11,287173,210.73,22212
서울특별시,노원구,2021-11,225781,234.84,22911
서울특별시,송파구,2021-11,288558,245.36,27898
부산광역시,부산진구,2021-11,197565,213.35,21766
부산광역시,연제구,2021-11,103993,228.78,24241
부산광역시,중구,2021-11,32655,144.62,14384
부산광역시,강서구,2021-11,70722,247.0,27650
부산광역시,수영구,2021-11,99726,211.62,22485
부산광역시,영도구,2021-11,65151,189.58,18782
부산광역시,남구,2021-11,137180,228.23,24848
부산광역시,동래구,2021-11,133502,226.56,24603
부산광역시,사하구,2021-11,160045,210.89,21278
부산광역시,금정구,2021-11,129132,206.35,22026
부산광역시,기장군,2021-11,54334,211.98,22756
부산광역시,북구,2021-11,132683,237.98,24161
부산광역시,동구,2021-11,55661,179.72,18265
부산광역시,해운대구,2021-11,191711,256.23,28526
부산광역시,사상구,2021-11,108345,212.35,21036
부산광역시,서구,2021-11,63743,188.82,19636
대구광역시,달서구,2021-11,272155,233.26,23903
대구광역시,동구,2021-11,182209,217.37,22579
대구광역시,북구,2021-11,219447,227.73,23190
대구광역시,달성군,2021-11,120487,235.21,24100
대구광역시,서구,2021-11,95080,190.31,19682
대구광역시,수성구,2021-11,197075,248.55,27563
대구광역시,중구,2021-11,52955,178.92,18733
대구광역시,남구,2021-11,90072,185.91,19292
인천광역시,중구,2021-11,84703,209.6,22658
인천광역시,연수구,2021-11,173365,274.75,31217
인천광역시,옹진군,2021-11,14157,158.49,19758
인천광역시,미추홀구,2021-11,225100,204.94,22054
인천광역시,부평구,2021-11,237033,228.97,23885
인천광역시,강화군,2021-11,42208,173.93,22436
인천광역시,남동구,2021-11,248969,236.54,25024
인천광역시,서구,2021-11,261940,240.14,26953
인천광역시,동구,2021-11,31378,220.63,22510
인천광역시,계양구,2021-11,135578,231.22,24285
광주광역시,북구,2021-11,231000,216.03,22394
광주광역시,서구,2021-11,156019,222.63,23345
광주광역시,동구,2021-11,65643,208.01,22112
광주광역시,남구,2021-11,109596,233.56,25549
광주광역시,광산구,2021-11,202668,233.5,24516
대전광역시,유성구,2021-11,181244,223.06,23504
대전광역시,동구,2021-11,135442,190.54,19424
대전광역시,서구,2021-11,253866,207.41,21067
대전광역시,중구,2021-11,122577,210.21,21965
대전광역시,대덕구,2021-11,96722,198.6,20464
울산광역시,동구,2021-11,79490,215.9,22809
울산광역시,중구,2021-11,109181,225.4,24690
울산광역시,울주군,2021-11,123275,210.83,22854
울산광역시,북구,2021-11,98932,256.36,26858
울산광역시,남구,2021-11,167742,220.77,23838
경기도,의정부시,2021-11,220722,240.16,24967
경기도,의왕시,2021-11,66974,268.86,30150
경기도,광주시,2021-11,185081,248.22,29490
경기도,연천군,2021-11,26821,172.82,20556
경기도,수원시 장안구,2021-11,130048,223.73,24492
경기도,수원시 팔달구,2021-11,108127,193.91,20486
경기도,부천시,2021-11,383177,232.34,25416
경기도,평택시,2021-11,336290,216.14,23333
경기도,구리시,2021-11,85220,249.56,26335
경기도,오산시,2021-11,124172,225.04,23347
경기도,시흥시,2021-11,267748,229.92,24159
경기도,양주시,2021-11,112578,245.27,26751
경기도,안성시,2021-11,115401,202.71,21689
경기도,성남시 수정구,2021-11,123611,208.42,22736
경기도,안양시 만안구,2021-11,110874,234.22,25252
경기도,고양시,2021-11,1,30.0,3476
경기도,군포시,2021-11,119975,242.74,25397
경기도,성남시 분당구,2021-11,198004,277.34,31908
경기도,고양시 일산서구,2021-11,117743,284.78,31943
경기도,남양주시,2021-11,315961,266.75,29735
경기도,하남시,2021-11,141125,256.34,28439
경기도,화성시,2021-11,432816,247.45,27367
경기도,수원시 영통구,2021-11,165081,252.19,27702
경기도,고양시 덕양구,2021-11,182370,239.44,25632
경기도,여주시,2021-11,64889,200.66,23595
경기도,고양시 일산동구,2021-11,134570,260.4,30132
경기도,용인시 기흥구,2021-11,177623,287.16,32737
경기도,동두천시,2021-11,50089,220.63,23001
경기도,안산시 상록구,2021-11,184905,207.96,22445
경기도,파주시,2021-11,225649,243.75,27363
경기도,양평군,2021-11,70461,207.97,27098
경기도,안산시 단원구,2021-11,173375,212.4,22207
경기도,부천시 남구,2021-11,1,125.0,11909
경기도,성남시 중원구,2021-11,107843,205.45,22068
경기도,수원시 권선구,2021-11,180309,236.73,25534
경기도,안양시 동안구,2021-11,126662,260.76,28227
경기도,광명시,2021-11,111788,247.05,26112
경기도,과천시,2021-11,29238,233.79,28250
경기도,가평군,2021-11,39315,190.76,23454
경기도,이천시,2021-11,118588,218.12,24567
경기도,용인시 처인구,2021-11,132280,227.25,25838
경기도,김포시,2021-11,210994,283.78,32397
경기도,포천시,2021-11,82638,204.38,23248
경기도,용인시 수지구,2021-11,141107,313.12,36954
강원도,평창군,2021-11,32259,176.25,21087
강원도,양구군,2021-11,13112,183.46,21495
강원도,강릉시,2021-11,128518,202.69,22248
강원도,홍천군,2021-11,44470,185.89,22007
강원도,영월군,2021-11,25322,183.69,21747
강원도,화천군,2021-11,14500,181.96,21459
강원도,정선군,2021-11,23833,189.43,22314
강원도,인제군,2021-11,21301,174.45,21281
강원도,원주시,2021-11,206048,213.42,22471
강원도,고성군,2021-11,18719,177.2,21165
강원도,동해시,2021-11,53241,207.33,21799
강원도,철원군,2021-11,24389,191.89,23976
강원도,춘천시,2021-11,161409,214.72,23116
강원도,태백시,2021-11,24373,204.94,22575
강원도,삼척시,2021-11,44267,175.13,19683
강원도,속초시,2021-11,49254,218.03,22675
강원도,횡성군,2021-11,31301,184.05,21825
강원도,양양군,2021-11,20527,184.17,21043
충청북도,보은군,2021-11,21565,169.46,20811
충청북도,청주시,2021-11,483323,207.23,22372
충청북도,증평군,2021-11,24335,172.42,18553
충청북도,옥천군,2021-11,30271,181.62,21065
충청북도,괴산군,2021-11,24991,171.44,21217
충청북도,단양군,2021-11,19143,170.02,21006
충청북도,제천시,2021-11,77743,201.03,22174
충청북도,진천군,2021-11,55434,196.96,21365
충청북도,충주시,2021-11,134430,191.8,20962
충청북도,영동군,2021-11,30387,167.26,19848
충청북도,음성군,2021-11,64091,184.62,20101
충청남도,보령시,2021-11,60565,192.69,21571
충청남도,금산군,2021-11,34037,160.43,19396
충청남도,부여군,2021-11,38969,181.54,21022
충청남도,당진시,2021-11,113187,191.71,20935
충청남도,공주시,2021-11,63934,185.35,20817
충청남도,청양군,2021-11,19441,166.65,20156
