ISO_CODE,metro,city,year_month,house_count,power_use,bill,total_usage
KR-11,서울특별시,마포구,2021-07,195609,277.33,32174,54248243.97
KR-11,서울특별시,중구,2021-07,74132,271.22,33861,20106081.04
KR-11,서울특별시,강서구,2021-07,285616,253.62,27219,72437929.92
KR-11,서울특별시,관악구,2021-07,301766,207.95,20690,62752239.7
KR-11,서울특별시,광진구,2021-07,186380,245.99,28216,45847616.2
KR-11,서울특별시,강북구,2021-07,156363,232.49,23708,36352833.87
KR-26,부산광역시,부산진구,2021-07,197493,238.64,23686,47129729.52
KR-26,부산광역시,동래구,2021-07,132818,245.42,25010,32596193.56
KR-26,부산광역시,강서구,2021-07,69813,274.62,29441,19172046.06
KR-26,부산광역시,연제구,2021-07,104047,251.21,25047,26137646.87
KR-26,부산광역시,중구,2021-07,32672,159.26,15094,5203342.72
KR-26,부산광역시,영도구,2021-07,64174,202.93,18906,13022829.82
KR-26,부산광역시,서구,2021-07,63820,202.95,20009,12952269.0
KR-26,부산광역시,동구,2021-07,54861,199.66,19225,10953547.26
KR-26,부산광역시,기장군,2021-07,54241,248.05,26101,13454480.05
KR-26,부산광역시,금정구,2021-07,129297,216.83,21321,28035468.51
KR-26,부산광역시,수영구,2021-07,99051,238.11,24212,23585033.61
KR-26,부산광역시,사상구,2021-07,108182,234.6,21370,25379497.2
KR-26,부산광역시,남구,2021-07,136851,254.24,26662,34792998.24
KR-26,부산광역시,북구,2021-07,132939,260.61,24192,34645232.79
KR-26,부산광역시,해운대구,2021-07,191556,280.5,30984,53731458.0
KR-26,부산광역시,사하구,2021-07,159219,239.67,22872,38160017.73
KR-27,대구광역시,서구,2021-07,94827,205.13,19704,19451862.51
KR-27,대구광역시,북구,2021-07,219403,248.86,23533,54600630.58
KR-27,대구광역시,중구,2021-07,49492,229.11,23447,11339112.12
KR-27,대구광역시,동구,2021-07,181387,228.9,22017,41519484.3
KR-27,대구광역시,수성구,2021-07,195157,274.16,29023,53504243.12
KR-27,대구광역시,달서구,2021-07,272220,252.44,24432,68719216.8
KR-27,대구광역시,남구,2021-07,90479,204.26,19948,18481240.54
KR-27,대구광역시,달성군,2021-07,120142,262.91,25248,31586533.22
KR-28,인천광역시,동구,2021-07,31561,265.93,26855,8393016.73
KR-28,인천광역시,미추홀구,2021-07,222306,240.8,25750,53531284.8
KR-28,인천광역시,서구,2021-07,253784,275.58,31273,69937794.72
KR-28,인천광역시,부평구,2021-07,235261,270.88,27786,63727499.68
KR-28,인천광역시,연수구,2021-07,171605,340.51,43715,58433218.55
KR-28,인천광역시,중구,2021-07,84072,242.52,25869,20389141.44
KR-28,인천광역시,옹진군,2021-07,14092,155.96,17572,2197788.32
KR-28,인천광역시,계양구,2021-07,135705,272.56,28231,36987754.8
KR-28,인천광역시,강화군,2021-07,41441,170.13,20334,7050357.33
KR-28,인천광역시,남동구,2021-07,249025,274.82,28779,68437050.5
KR-29,광주광역시,동구,2021-07,65153,231.26,24713,15067282.78
KR-29,광주광역시,남구,2021-07,109130,258.69,27177,28230839.7
KR-29,광주광역시,북구,2021-07,230027,250.66,25456,57658567.82
KR-29,광주광역시,서구,2021-07,155419,241.84,24620,37586530.96
KR-29,광주광역시,광산구,2021-07,201212,255.63,26346,51435823.56
KR-30,대전광역시,서구,2021-07,250646,227.13,22617,56929225.98
KR-30,대전광역시,유성구,2021-07,180084,254.94,26783,45910614.96
KR-30,대전광역시,중구,2021-07,121017,238.17,24291,28822618.89
KR-30,대전광역시,동구,2021-07,133762,206.66,19925,27643254.92
KR-30,대전광역시,대덕구,2021-07,94900,215.18,21133,20420582.0
KR-31,울산광역시,북구,2021-07,98407,270.65,26339,26633854.55
KR-31,울산광역시,울주군,2021-07,123170,214.5,21032,26419965.0
KR-31,울산광역시,동구,2021-07,79267,225.07,21848,17840623.69
KR-31,울산광역시,중구,2021-07,109416,232.76,23628,25467668.16
KR-31,울산광역시,남구,2021-07,167631,235.27,23760,39438545.37
KR-41,경기도,안산시 상록구,2021-07,185043,246.07,26289,45533531.01
KR-41,경기도,과천시,2021-07,28521,298.54,37853,8514659.34
KR-41,경기도,연천군,2021-07,26566,182.62,20526,4851482.92
KR-41,경기도,포천시,2021-07,82175,213.4,22536,17536145.0
KR-41,경기도,김포시,2021-07,209743,299.54,32691,62826418.22
KR-41,경기도,수원시 권선구,2021-07,180280,285.46,30860,51462728.8
KR-41,경기도,용인시 기흥구,2021-07,177205,321.18,35562,56914701.9
KR-41,경기도,여주시,2021-07,64148,208.69,22678,13387046.12
KR-41,경기도,성남시 수정구,2021-07,124262,249.81,28122,31041890.22
KR-41,경기도,남양주시,2021-07,311120,285.82,30908,88924318.4
KR-41,경기도,광주시,2021-07,184249,268.32,30244,49437691.68
KR-41,경기도,용인시 처인구,2021-07,131585,246.01,26694,32371225.85
KR-41,경기도,안양시 동안구,2021-07,125964,304.25,33108,38324547.0
KR-41,경기도,고양시 일산동구,2021-07,133238,349.79,45983,46605320.02
KR-41,경기도,양평군,2021-07,69570,205.63,24996,14305679.1
KR-41,경기도,안산시 단원구,2021-07,172040,251.4,26280,43250856.0
KR-41,경기도,부천시 남구,2021-07,1,123.0,11352,123.0
KR-41,경기도,수원시 영통구,2021-07,164624,306.64,34695,50480303.36
KR-41,경기도,광명시,2021-07,111587,295.19,31673,32939366.53
KR-41,경기도,평택시,2021-07,332817,242.35,26180,80658199.95
KR-41,경기도,구리시,2021-07,84955,310.64,33996,26390421.2
KR-41,경기도,군포시,2021-07,119545,259.18,25729,30983673.1
KR-41,경기도,화성시,2021-07,426873,282.73,31577,120689803.29
KR-41,경기도,파주시,2021-07,222563,285.61,32215,63566218.43
KR-41,경기도,가평군,2021-07,38884,192.59,21803,7488669.56
KR-41,경기도,수원시 팔달구,2021-07,108154,241.35,26233,26102967.9
KR-41,경기도,안양시 만안구,2021-07,110430,264.01,27587,29154624.3
KR-41,경기도,고양시 일산서구,2021-07,117761,342.87,39212,40376714.07
KR-41,경기도,부천시,2021-07,382970,283.04,32212,108395828.8
KR-41,경기도,동두천시,2021-07,49899,259.25,25802,12936315.75
KR-41,경기도,오산시,2021-07,123989,260.55,26586,32305333.95
KR-41,경기도,시흥시,2021-07,265751,265.07,27381,70442617.57
KR-41,경기도,이천시,2021-07,117690,239.28,25637,28160863.2
KR-41,경기도,안성시,2021-07,115056,216.03,21347,24855547.68
KR-41,경기도,고양시 덕양구,2021-07,180649,288.38,31560,52095558.62
KR-41,경기도,의정부시,2021-07,218229,263.47,26132,57496794.63
KR-41,경기도,성남시 중원구,2021-07,103234,246.95,26139,25493636.3
KR-41,경기도,용인시 수지구,2021-07,139532,323.7,36036,45166508.4
KR-41,경기도,의왕시,2021-07,67004,289.77,30738,19415749.08
KR-41,경기도,하남시,2021-07,140179,307.23,34796,43067194.17
KR-41,경기도,양주시,2021-07,110466,305.86,33152,33787130.76
KR-41,경기도,성남시 분당구,2021-07,197694,347.67,42033,68732272.98
KR-41,경기도,수원시 장안구,2021-07,126996,269.13,29751,34178433.48
KR-41,경기도,고양시,2021-07,1,28.0,3289,28.0
KR-42,강원특별자치도,삼척시,2021-07,43283,169.08,17311,7318289.64
KR-42,강원특별자치도,화천군,2021-07,14409,179.75,19720,2590017.75
KR-42,강원특별자치도,고성군,2021-07,18627,168.48,18647,3138276.96
KR-42,강원특별자치도,철원군,2021-07,24268,198.73,23411,4822779.64
KR-42,강원특별자치도,인제군,2021-07,21000,163.1,18358,3425100.0
KR-42,강원특별자치도,강릉시,2021-07,127885,205.3,20436,26254790.5
KR-42,강원특별자치도,동해시,2021-07,52958,205.67,19480,10891871.86
KR-42,강원특별자치도,홍천군,2021-07,43798,182.37,19763,7987441.26
KR-42,강원특별자치도,평창군,2021-07,32262,158.63,16748,5117721.06
KR-42,강원특별자치도,춘천시,2021-07,158566,230.58,23687,36562148.28
KR-42,강원특별자치도,원주시,2021-07,205187,213.06,21186,43717142.22
KR-42,강원특별자치도,태백시,2021-07,24346,182.57,16929,4444849.22
KR-42,강원특별자치도,정선군,2021-07,23639,171.48,17582,4053615.72
KR-42,강원특별자치도,속초시,2021-07,48579,226.46,21889,11001200.34
KR-42,강원특별자치도,횡성군,2021-07,30942,172.31,18470,5331616.02
KR-42,강원특별자치도,양구군,2021-07,13023,173.58,18833,2260532.34
KR-42,강원특별자치도,양양군,2021-07,20387,177.52,18374,3619100.24
KR-42,강원특별자치도,영월군,2021-07,25118,167.08,17712,4196715.44
KR-43,충청북도,청주시 흥덕구,2021-07,155257,238.42,26788,37016373.94
KR-43,충청북도,충주시,2021-07,134100,196.95,20254,26410995.0
KR-43,충청북도,괴산군,2021-07,24702,165.53,18812,4088922.06
KR-43,충청북도,청주시 청원구,2021-07,113846,216.81,22438,24682951.26
KR-43,충청북도,제천시,2021-07,77488,193.97,19555,15030347.36
KR-43,충청북도,보은군,2021-07,21366,159.57,17787,3409372.62
KR-43,충청북도,옥천군,2021-07,30097,173.43,18511,5219722.71
KR-43,충청북도,진천군,2021-07,55014,210.82,21870,11598051.48
KR-43,충청북도,청주시 서원구,2021-07,112920,213.83,21371,24145683.6
KR-43,충청북도,음성군,2021-07,63713,190.61,19339,12144334.93
KR-43,충청북도,청주시 상당구,2021-07,98446,240.0,25740,23627040.0
KR-43,충청북도,증평군,2021-07,24085,187.96,19674,4527016.6
KR-43,충청북도,영동군,2021-07,30152,159.12,17170,4797786.24
KR-43,충청북도,단양군,2021-07,18987,157.45,18045,2989503.15
KR-44,충청남도,공주시,2021-07,63704,193.15,20376,12304427.6
KR-44,충청남도,서산시,2021-07,109599,222.58,23366,24394545.42
KR-44,충청남도,청양군,2021-07,19332,161.81,17748,3128110.92
KR-44,충청남도,보령시,2021-07,60359,210.69,22517,12717037.71
KR-44,충청남도,서천군,2021-07,34548,170.08,18841,5875923.84
KR-44,충청남도,천안시 서북구,2021-07,3,95.0,9227,285.0
KR-44,충청남도,논산시,2021-07,72351,187.21,19454,13544830.71
KR-44,충청남도,당진시,2021-07,111607,221.54,24125,24725414.78
KR-44,충청남도,천안시,2021-07,358151,234.72,24481,84065202.72
KR-44,충청남도,금산군,2021-07,33169,161.16,17946,5345516.04
KR-44,충청남도,홍성군,2021-07,60366,213.5,22198,12888141.0
KR-44,충청남도,예산군,2021-07,48649,190.56,20154,9270553.44
KR-44,충청남도,아산시,2021-07,188432,225.9,23674,42566788.8
KR-44,충청남도,부여군,2021-07,38839,180.06,19105,6993350.34
KR-44,충청남도,계룡시,2021-07,20429,279.93,29743,5718689.97
KR-44,충청남도,태안군,2021-07,38918,171.7,20479,6682220.6
KR-45,전라북도,임실군,2021-07,17780,136.53,15858,2427503.4
KR-45,전라북도,군산시,2021-07,154655,216.87,21570,33540029.85
KR-45,전라북도,정읍시,2021-07,66173,185.63,19270,12283693.99
KR-45,전라북도,완주군,2021-07,53193,191.17,20118,10168905.81
KR-45,전라북도,무주군,2021-07,15794,160.88,17154,2540938.72
KR-45,전라북도,장수군,2021-07,13956,149.41,15994,2085165.96
KR-45,전라북도,익산시,2021-07,157490,217.14,22066,34197378.6
KR-45,전라북도,김제시,2021-07,49760,181.13,19828,9013028.8
KR-45,전라북도,고창군,2021-07,34152,171.89,18695,5870387.28
KR-45,전라북도,남원시,2021-07,49492,181.76,18780,8995665.92
KR-45,전라북도,순창군,2021-07,16250,167.44,17776,2720900.0
KR-45,전라북도,부안군,2021-07,30893,178.44,20938,5512546.92
KR-45,전라북도,진안군,2021-07,15722,143.63,15684,2258150.86
KR-45,전라북도,전주시,2021-07,354616,243.34,25427,86292257.44
KR-46,전라남도,여수시,2021-07,156155,229.52,24309,35840695.6
KR-46,전라남도,함평군,2021-07,19119,159.13,17056,3042406.47
KR-46,전라남도,완도군,2021-07,29858,174.77,19835,5218282.66
KR-46,전라남도,담양군,2021-07,24870,166.79,19843,4148067.3
KR-46,전라남도,고흥군,2021-07,43753,165.08,18115,7222745.24
KR-46,전라남도,신안군,2021-07,22859,138.89,17392,3174886.51
KR-46,전라남도,해남군,2021-07,40574,183.29,19993,7436808.46
KR-46,전라남도,무안군,2021-07,52085,250.81,28994,13063438.85
KR-46,전라남도,목포시,2021-07,124370,238.43,24459,29653539.1
KR-46,전라남도,순천시,2021-07,148961,235.09,24741,35019241.49
KR-46,전라남도,보성군,2021-07,26018,163.62,16947,4257065.16
KR-46,전라남도,나주시,2021-07,71307,224.94,23818,16039796.58
KR-46,전라남도,강진군,2021-07,22250,169.46,17941,3770485.0
KR-46,전라남도,구례군,2021-07,16123,165.31,17487,2665293.13
KR-46,전라남도,화순군,2021-07,37401,175.1,17381,6548915.1
KR-46,전라남도,영광군,2021-07,31028,179.11,19422,5557425.08
KR-46,전라남도,진도군,2021-07,19886,166.93,19532,3319569.98
KR-46,전라남도,장흥군,2021-07,23489,168.36,17809,3954608.04
KR-46,전라남도,장성군,2021-07,25214,169.83,18484,4282093.62
KR-46,전라남도,광양시,2021-07,82524,229.45,23986,18935131.8
KR-46,전라남도,곡성군,2021-07,18065,152.56,16531,2755996.4
KR-46,전라남도,영암군,2021-07,37721,171.4,16868,6465379.4
KR-47,경상북도,경주시,2021-07,167001,203.72,20298,34021443.72
KR-47,경상북도,예천군,2021-07,36289,210.58,21479,7641737.62
KR-47,경상북도,김천시,2021-07,83692,195.38,18306,16351742.96
KR-47,경상북도,안동시,2021-07,100340,189.0,17414,18964260.0
KR-47,경상북도,영주시,2021-07,62906,194.15,18622,12213199.9
KR-47,경상북도,영천시,2021-07,60169,181.88,16855,10943537.72
KR-47,경상북도,포항시 남구,2021-07,136922,211.22,20549,28920664.84
KR-47,경상북도,경산시,2021-07,170262,198.49,18369,33795304.38
KR-47,경상북도,영양군,2021-07,11552,148.92,15195,1720323.84
KR-47,경상북도,봉화군,2021-07,20557,153.61,15282,3157760.77
KR-47,경상북도,문경시,2021-07,42211,175.84,18083,7422382.24
KR-47,경상북도,군위군,2021-07,15093,140.76,15179,2124490.68
KR-47,경상북도,의성군,2021-07,34024,153.37,15348,5218260.88
KR-47,경상북도,청송군,2021-07,17014,152.87,15539,2600930.18
KR-47,경상북도,영덕군,2021-07,24671,149.83,16226,3696455.93
KR-47,경상북도,성주군,2021-07,25317,160.98,17588,4075530.66
KR-47,경상북도,청도군,2021-07,27321,156.36,16028,4271911.56
KR-47,경상북도,고령군,2021-07,18689,170.66,17157,3189464.74
KR-47,경상북도,울진군,2021-07,35686,176.84,17827,6310712.24
KR-47,경상북도,포항시 북구,2021-07,147899,244.56,23925,36170179.44
KR-47,경상북도,구미시,2021-07,238749,220.14,21405,52558204.86
KR-47,경상북도,상주시,2021-07,60857,169.01,16537,10285441.57
KR-47,경상북도,칠곡군,2021-07,71351,196.15,19172,13995498.65
KR-47,경상북도,울릉군,2021-07,4993,163.86,24474,818152.98
KR-48,경상남도,통영시,2021-07,75764,209.1,21925,15842252.4
KR-48,경상남도,고성군,2021-07,34601,162.41,17608,5619548.41
KR-48,경상남도,창원시 마산합포구,2021-07,101891,234.91,24947,23935214.81
KR-48,경상남도,밀양시,2021-07,67331,187.36,19725,12615136.16
KR-48,경상남도,남해군,2021-07,29177,144.13,17492,4205281.01
KR-48,경상남도,하동군,2021-07,28977,149.59,16636,4334669.43
KR-48,경상남도,거창군,2021-07,37251,171.9,17754,6403446.9
KR-48,경상남도,진주시,2021-07,202310,229.68,24190,46466560.8
KR-48,경상남도,의령군,2021-07,19174,142.34,15172,2729227.16
KR-48,경상남도,산청군,2021-07,23249,142.62,15342,3315772.38
KR-48,경상남도,창원시 성산구,2021-07,101387,280.75,28548,28464400.25
KR-48,경상남도,김해시,2021-07,270858,264.81,26978,71725906.98
KR-48,경상남도,함안군,2021-07,37683,193.69,20285,7298820.27
KR-48,경상남도,창녕군,2021-07,39049,168.76,17790,6589909.24
KR-48,경상남도,창원시 마산회원구,2021-07,95230,246.91,25422,23513239.3
KR-48,경상남도,창원시 진해구,2021-07,106476,254.09,26722,27054486.84
KR-48,경상남도,양산시,2021-07,182143,259.3,25637,47229679.9
KR-48,경상남도,창원시 의창구,2021-07,139835,237.78,27336,33249966.3
KR-48,경상남도,사천시,2021-07,68526,199.12,20919,13644897.12
KR-48,경상남도,거제시,2021-07,143616,221.48,23298,31808071.68
KR-48,경상남도,함양군,2021-07,25715,159.32,16405,4096913.8
KR-48,경상남도,합천군,2021-07,31097,137.72,14798,4282678.84
KR-49,제주특별자치도,서귀포시,2021-07,103598,230.13,28065,23841007.74
KR-49,제주특별자치도,제주시,2021-07,263800,242.17,28735,63884446.0
KR-50,세종특별자치시, ,2021-07,181737,262.42,27572,47691423.54
KR-11,서울특별시,종로구,2021-08,88357,316.79,45048,27990614.03
KR-11,서울특별시,서대문구,2021-08,160952,342.55,43038,55134107.6
KR-11,서울특별시,동작구,2021-08,203680,339.67,43261,69183985.6
KR-11,서울특별시,중랑구,2021-08,197321,336.53,41587,66404436.13
KR-11,서울특별시,중구,2021-08,74208,334.1,45269,24792892.8
KR-11,서울특별시,동대문구,2021-08,191312,342.88,42809,65597058.56
KR-11,서울특별시,마포구,2021-08,195573,368.96,48839,72158614.08
KR-11,서울특별시,서초구,2021-08,184520,457.11,76314,84345937.2
KR-11,서울특별시,강북구,2021-08,156337,331.46,40673,51819462.02
KR-11,서울특별시,용산구,2021-08,124497,411.06,70443,51175736.82
KR-11,서울특별시,구로구,2021-08,206819,357.03,43558,73840587.57
KR-11,서울특별시,관악구,2021-08,302057,285.35,33332,86191964.95
KR-11,서울특별시,강남구,2021-08,262507,411.92,62062,108131883.44
KR-11,서울특별시,강동구,2021-08,209910,377.0,49287,79136070.0
KR-11,서울특별시,성북구,2021-08,213624,367.35,47860,78474776.4
KR-11,서울특별시,은평구,2021-08,226168,365.18,46966,82592030.24
KR-11,서울특별시,광진구,2021-08,186499,338.05,45573,63045986.95
KR-11,서울특별시,도봉구,2021-08,148595,355.5,41485,52825522.5
KR-11,서울특별시,영등포구,2021-08,212793,347.29,44020,73900880.97
KR-11,서울특별시,노원구,2021-08,225563,358.63,38614,80893658.69
KR-11,서울특별시,금천구,2021-08,132838,315.36,37341,41891791.68
KR-11,서울특별시,성동구,2021-08,140599,408.77,55651,57472653.23
KR-11,서울특별시,강서구,2021-08,285785,350.21,43723,100084764.85
KR-11,서울특별시,송파구,2021-08,288173,409.54,56021,118018370.42
KR-11,서울특별시,양천구,2021-08,191559,404.26,53749,77439641.34
KR-26,부산광역시,동래구,2021-08,132716,333.43,38783,44251495.88
KR-26,부산광역시,사하구,2021-08,159951,312.2,34205,49936702.2
KR-26,부산광역시,금정구,2021-08,129251,294.49,33002,38063126.99
KR-26,부산광역시,연제구,2021-08,103849,340.51,39133,35361622.99
KR-26,부산광역시,중구,2021-08,32669,218.36,24069,7133602.84
KR-26,부산광역시,서구,2021-08,63808,273.03,31277,17421498.24
KR-26,부산광역시,영도구,2021-08,64152,269.44,28835,17285114.88
KR-26,부산광역시,동구,2021-08,54626,273.06,31018,14916175.56
KR-26,부산광역시,해운대구,2021-08,191475,385.73,50387,73857651.75
KR-26,부산광역시,남구,2021-08,136704,339.0,40167,46342656.0
KR-26,부산광역시,북구,2021-08,132826,331.48,34940,44029162.48
KR-26,부산광역시,부산진구,2021-08,197267,313.9,34813,61922111.3
KR-26,부산광역시,사상구,2021-08,108134,305.47,31792,33031692.98
KR-26,부산광역시,기장군,2021-08,54268,298.53,33910,16200626.04
KR-26,부산광역시,강서구,2021-08,69784,380.44,47324,26548624.96
KR-26,부산광역시,수영구,2021-08,99154,326.36,38428,32359899.44
KR-27,대구광역시,동구,2021-08,181190,309.12,33582,56009452.8
KR-27,대구광역시,남구,2021-08,90314,273.58,30597,24708104.12
KR-27,대구광역시,중구,2021-08,51224,276.89,31725,14183413.36
KR-27,대구광역시,서구,2021-08,95660,279.33,31664,26720707.8
KR-27,대구광역시,달서구,2021-08,272181,341.64,37150,92987916.84
KR-27,대구광역시,달성군,2021-08,120187,337.26,35930,40534267.62
KR-27,대구광역시,북구,2021-08,219360,327.17,34794,71768011.2
KR-27,대구광역시,수성구,2021-08,195735,363.83,43574,71214265.05
KR-28,인천광역시,서구,2021-08,258889,382.8,50696,99102709.2
KR-28,인천광역시,동구,2021-08,31515,328.77,37159,10361186.55
KR-28,인천광역시,중구,2021-08,84053,310.07,36673,26062313.71
KR-28,인천광역시,연수구,2021-08,173326,447.77,63192,77610183.02
KR-28,인천광역시,미추홀구,2021-08,222232,337.54,42589,75012189.28
KR-28,인천광역시,계양구,2021-08,135605,362.52,43428,49159524.6
KR-28,인천광역시,남동구,2021-08,248957,379.77,46623,94546399.89
KR-28,인천광역시,부평구,2021-08,235051,368.2,44360,86545778.2
KR-28,인천광역시,강화군,2021-08,41670,238.01,31351,9917876.7
KR-28,인천광역시,옹진군,2021-08,14102,209.94,26005,2960573.88
KR-29,광주광역시,북구,2021-08,230551,315.64,35481,72771117.64
KR-29,광주광역시,서구,2021-08,155402,342.41,39959,53211198.82
KR-29,광주광역시,남구,2021-08,109036,332.48,38911,36252289.28
KR-29,광주광역시,동구,2021-08,65139,287.14,33098,18704012.46
KR-29,광주광역시,광산구,2021-08,201390,359.15,42428,72329218.5
KR-30,대전광역시,중구,2021-08,121579,313.86,36286,38158784.94
KR-30,대전광역시,서구,2021-08,253835,324.15,37256,82280615.25
KR-30,대전광역시,대덕구,2021-08,96593,300.17,34288,28994320.81
KR-30,대전광역시,동구,2021-08,133720,285.07,32326,38119560.4
KR-30,대전광역시,유성구,2021-08,180397,347.59,41523,62704193.23
KR-31,울산광역시,울주군,2021-08,123062,289.96,31652,35683057.52
KR-31,울산광역시,남구,2021-08,167990,330.69,38642,55552613.1
KR-31,울산광역시,동구,2021-08,79253,310.88,34496,24638172.64
KR-31,울산광역시,북구,2021-08,98456,360.85,39379,35527847.6
KR-31,울산광역시,중구,2021-08,109282,325.94,38130,35619375.08
KR-41,경기도,부천시,2021-08,383116,370.39,46958,141902335.24
KR-41,경기도,군포시,2021-08,119582,384.02,45901,45921879.64
KR-41,경기도,안산시 단원구,2021-08,173431,340.14,40709,58990820.34
KR-41,경기도,수원시 장안구,2021-08,127045,346.6,42051,44033797.0
KR-41,경기도,안산시 상록구,2021-08,184946,335.6,41920,62067877.6
KR-41,경기도,여주시,2021-08,64205,289.93,35793,18614955.65
KR-41,경기도,광주시,2021-08,184505,369.55,48527,68183822.75
KR-41,경기도,성남시 수정구,2021-08,123722,337.64,43197,41773496.08
KR-41,경기도,성남시 중원구,2021-08,103224,343.74,42514,35482217.76
KR-41,경기도,수원시 권선구,2021-08,180218,376.6,46660,67870098.8
KR-41,경기도,동두천시,2021-08,49910,306.36,33590,15290427.6
KR-41,경기도,오산시,2021-08,123992,361.15,42506,44779710.8
KR-41,경기도,시흥시,2021-08,265929,371.86,44994,98888357.94
KR-41,경기도,하남시,2021-08,140333,378.89,47321,53170770.37
KR-41,경기도,안양시 만안구,2021-08,110811,367.61,45744,40735231.71
KR-41,경기도,안양시 동안구,2021-08,126689,406.71,49803,51525683.19
KR-41,경기도,의정부시,2021-08,220635,364.81,42543,80489854.35
KR-41,경기도,용인시 처인구,2021-08,131768,334.07,41771,44019735.76
KR-41,경기도,부천시 남구,2021-08,1,123.0,11352,123.0
KR-41,경기도,용인시 수지구,2021-08,139608,501.93,69662,70073443.44
KR-41,경기도,광명시,2021-08,111267,385.3,45885,42871175.1
KR-41,경기도,의왕시,2021-08,67041,415.67,52152,27866932.47
KR-41,경기도,가평군,2021-08,38993,253.09,31819,9868738.37
KR-41,경기도,수원시 영통구,2021-08,164653,397.68,49967,65479205.04
KR-41,경기도,남양주시,2021-08,312423,401.28,50047,125369101.44
KR-41,경기도,양주시,2021-08,112109,334.65,37635,37517276.85
KR-41,경기도,파주시,2021-08,222958,368.88,46127,82244747.04
KR-41,경기도,연천군,2021-08,26615,244.15,30317,6498052.25
KR-41,경기도,이천시,2021-08,117795,328.31,40161,38673276.45
KR-41,경기도,안성시,2021-08,115139,304.92,34959,35108183.88
KR-41,경기도,성남시 분당구,2021-08,197717,437.57,59901,86515027.69
KR-41,경기도,용인시 기흥구,2021-08,177267,434.26,56925,76979967.42
KR-41,경기도,구리시,2021-08,85248,383.62,45780,32702837.76
KR-41,경기도,화성시,2021-08,427367,387.94,49150,165792753.98
KR-41,경기도,고양시 일산동구,2021-08,134605,418.21,57372,56293157.05
KR-41,경기도,고양시,2021-08,1,30.0,3477,30.0
KR-41,경기도,평택시,2021-08,334667,346.77,43606,116052475.59
KR-41,경기도,과천시,2021-08,28518,360.65,49801,10285016.7
KR-41,경기도,포천시,2021-08,81332,270.55,31732,22004372.6
KR-41,경기도,양평군,2021-08,69799,288.62,39463,20145387.38
KR-41,경기도,김포시,2021-08,209832,445.11,58130,93398321.52
KR-41,경기도,수원시 팔달구,2021-08,108229,324.67,40165,35138709.43
KR-41,경기도,고양시 덕양구,2021-08,180643,366.27,43673,66164111.61
KR-41,경기도,고양시 일산서구,2021-08,117733,436.19,55872,51353957.27
KR-42,강원특별자치도,양구군,2021-08,13049,234.27,28380,3056989.23
KR-42,강원특별자치도,원주시,2021-08,205344,305.39,34631,62710004.16
KR-42,강원특별자치도,영월군,2021-08,25181,221.29,25531,5572303.49
KR-42,강원특별자치도,춘천시,2021-08,158629,307.74,35792,48816488.46
KR-42,강원특별자치도,화천군,2021-08,14432,233.69,28313,3372614.08
KR-42,강원특별자치도,속초시,2021-08,48627,286.13,29814,13913643.51
KR-42,강원특별자치도,평창군,2021-08,32025,190.09,20903,6087632.25
KR-42,강원특별자치도,양양군,2021-08,20422,235.82,27200,4815916.04
KR-42,강원특별자치도,태백시,2021-08,24352,197.0,18077,4797344.0
KR-42,강원특별자치도,철원군,2021-08,24286,241.68,30264,5869440.48
KR-42,강원특별자치도,동해시,2021-08,53219,274.92,29331,14630967.48
KR-42,강원특별자치도,홍천군,2021-08,43963,233.5,27600,10265360.5
KR-42,강원특별자치도,정선군,2021-08,23684,197.18,20828,4670011.12
KR-42,강원특별자치도,인제군,2021-08,21188,204.78,24453,4338878.64
KR-42,강원특별자치도,고성군,2021-08,18645,234.11,28841,4364980.95
KR-42,강원특별자치도,강릉시,2021-08,128007,271.75,30384,34785902.25
KR-42,강원특별자치도,삼척시,2021-08,43314,226.31,25249,9802391.34
KR-42,강원특별자치도,횡성군,2021-08,31051,223.13,25861,6928409.63
KR-43,충청북도,단양군,2021-08,19035,195.75,23205,3726101.25
KR-43,충청북도,제천시,2021-08,77544,253.24,27670,19637242.56
KR-43,충청북도,괴산군,2021-08,24774,209.72,25356,5195603.28
KR-43,충청북도,청주시,2021-08,480491,317.97,38758,152781723.27
KR-43,충청북도,충주시,2021-08,134166,271.81,31619,36467660.46
KR-43,충청북도,진천군,2021-08,55282,282.81,33002,15634302.42
KR-43,충청북도,음성군,2021-08,63799,254.73,28693,16251519.27
KR-43,충청북도,보은군,2021-08,21413,202.03,23842,4326068.39
KR-43,충청북도,영동군,2021-08,30154,208.96,24549,6300979.84
KR-43,충청북도,옥천군,2021-08,30129,236.76,28183,7133342.04
KR-43,충청북도,증평군,2021-08,24081,261.47,31183,6296459.07
KR-44,충청남도,공주시,2021-08,63739,256.07,29801,16321645.73
KR-44,충청남도,서산시,2021-08,109690,298.02,35094,32689813.8
KR-44,충청남도,천안시,2021-08,359945,335.25,40398,120671561.25
KR-44,충청남도,서천군,2021-08,34606,229.54,27946,7943461.24
KR-44,충청남도,천안시 서북구,2021-08,3,32.33,3578,96.99
KR-44,충청남도,부여군,2021-08,38865,244.11,29088,9487335.15
KR-44,충청남도,당진시,2021-08,112089,280.47,33266,31437601.83
KR-44,충청남도,태안군,2021-08,38973,240.35,31398,9367160.55
KR-44,충청남도,아산시,2021-08,188991,312.09,37140,58982201.19
KR-44,충청남도,보령시,2021-08,60342,270.98,31991,16351475.16
